user_id,churn_label
7590-VHVEG,True
5575-GNVDE,False
3668-QPYBK,False
7795-CFOCW,True
9237-HQITU,False
9305-CDSKC,False
1452-KIOVK,False
6713-OKOMC,False
7892-POOKP,False
6388-TABGU,False
9763-GRSKD,False
7469-LKBCI,False
8091-TTVAX,False
0280-XJGEX,False
5129-JLPIS,False
3655-SNQYZ,False
8191-XWSZG,True
9959-WOFKT,False
4190-MFLUW,False
4183-MYFRB,False
8779-QRDMV,True
1680-VDCWW,True
1066-JKSGK,True
3638-WEABW,False
6322-HRPFA,False
6865-JZNKO,False
6467-CHFZW,True
8665-UTDHZ,False
5248-YGIJN,False
8773-HHUOZ,False
3841-NFECX,False
4929-XIHVW,False
6827-IEAUQ,False
7310-EGVHZ,False
3413-BMNZE,False
6234-RAAPL,False
6047-YHPVI,False
6572-ADKRS,False
5380-WJKOV,False
8168-UQWWF,False
8865-TNMNX,False
9489-DEDVP,False
9867-JCZSP,True
4671-VJLCL,False
4080-IIARD,False
3714-NTNFO,True
5948-UJZLF,False
7760-OYPDY,False
7639-LIAYI,False
2954-PIBKO,False
8012-SOUDQ,True
9420-LOJKX,True
6575-SUVOI,True
7495-OOKFY,False
4667-QONEA,False
1658-BYGOY,False
8769-KKTPH,False
5067-XJQFU,False
3957-SQXML,False
5954-BDFSG,True
0434-CSFON,True
1215-FIGMP,True
0526-SXDJP,False
0557-ASKVU,True
5698-BQJOH,False
5122-CYFXA,False
8627-ZYGSZ,False
3410-YOQBQ,False
3170-NMYVV,True
7410-OIEDU,False
2273-QCKXA,False
0731-EBJQB,True
1891-QRQSA,False
8028-PNXHQ,False
5630-AHZIL,False
2673-CXQEU,False
6416-JNVRK,False
5590-ZSKRV,False
0191-ZHSKZ,False
3887-PBQAO,False
5919-TMRGD,False
8108-UXRQN,True
9191-MYQKX,False
9919-YLNNG,False
0318-ZOPWS,False
4445-ZJNMU,False
4808-YNLEU,False
1862-QRWPE,False
2796-NNUFI,False
3016-KSVCP,False
4767-HZZHQ,False
2424-WVHPL,False
