user_id,churn_label
7590-VHVEG,False
5575-GNVDE,False
3668-QPYBK,True
7795-CFOCW,False
9237-HQITU,True
9305-CDSKC,True
1452-KIOVK,False
6713-OKOMC,False
7892-POOKP,True
6388-TABGU,False
9763-GRSKD,False
7469-LKBCI,False
8091-TTVAX,False
0280-XJGEX,True
5129-JLPIS,False
3655-SNQYZ,False
8191-XWSZG,False
9959-WOFKT,False
4190-MFLUW,True
4183-MYFRB,False
8779-QRDMV,True
1680-VDCWW,False
1066-JKSGK,True
3638-WEABW,False
6322-HRPFA,False
6865-JZNKO,False
6467-CHFZW,True
8665-UTDHZ,True
5248-YGIJN,False
8773-HHUOZ,True
3841-NFECX,False
4929-XIHVW,False
6827-IEAUQ,False
7310-EGVHZ,False
3413-BMNZE,False
6234-RAAPL,False
6047-YHPVI,True
6572-ADKRS,False
5380-WJKOV,True
8168-UQWWF,True
8865-TNMNX,False
9489-DEDVP,False
9867-JCZSP,False
4671-VJLCL,False
4080-IIARD,False
3714-NTNFO,False
5948-UJZLF,False
7760-OYPDY,True
7639-LIAYI,False
2954-PIBKO,False
8012-SOUDQ,False
9420-LOJKX,True
6575-SUVOI,False
7495-OOKFY,True
4667-QONEA,False
1658-BYGOY,True
8769-KKTPH,False
5067-XJQFU,False
3957-SQXML,False
5954-BDFSG,False
0434-CSFON,False
1215-FIGMP,False
0526-SXDJP,False
0557-ASKVU,False
5698-BQJOH,True
5122-CYFXA,False
8627-ZYGSZ,False
3410-YOQBQ,False
3170-NMYVV,False
7410-OIEDU,False
2273-QCKXA,False
0731-EBJQB,False
1891-QRQSA,False
8028-PNXHQ,False
5630-AHZIL,False
2673-CXQEU,False
6416-JNVRK,False
5590-ZSKRV,False
0191-ZHSKZ,False
3887-PBQAO,False
5919-TMRGD,True
8108-UXRQN,False
9191-MYQKX,True
9919-YLNNG,False
0318-ZOPWS,False
4445-ZJNMU,False
4808-YNLEU,False
1862-QRWPE,False
2796-NNUFI,False
3016-KSVCP,False
4767-HZZHQ,False
2424-WVHPL,False
7233-PAHHL,False
6067-NGCEU,False
9848-JQJTX,False
8637-XJIVR,True
9803-FTJCG,False
0278-YXOOG,True
3212-KXOCR,False
4598-XLKNJ,True
6380-ARCEH,False
3679-XASPY,False
7123-WQUHX,False
5386-THSLQ,False
3192-NQECA,True
6180-YBIQI,False
6728-DKUCO,False
9750-BOOHV,False
8597-CWYHH,False
2848-YXSMW,False
0486-HECZI,True
4549-ZDQYY,False
5712-AHQNN,False
4846-WHAFZ,True
5256-SKJGO,False
3071-VBYPO,False
9560-BBZXK,False
5299-RULOA,True
8402-OOOHJ,False
9445-ZUEQE,False
1091-SOZGA,False
2928-HLDBA,False
0404-SWRVG,True
6497-TILVL,False
7219-TLZHO,False
4622-YNKIJ,False
4412-YLTKF,True
6734-PSBAW,False
3930-ZGWVE,False
2639-UGMAZ,False
2876-GZYZC,False
6207-WIOLX,True
8587-XYZSF,False
3091-FYHKI,True
2372-HWUHI,True
7799-LGRDP,False
7850-VWJUU,False
3774-VBNXY,False
6217-KDYWC,False
0390-DCFDQ,True
3146-MSEGF,False
4080-OGPJL,True
1095-WGNGG,False
2636-SJDOU,False
1131-QQZEB,False
5716-EZXZN,False
6837-BJYDQ,False
2135-RXIHG,True
6440-DKQGE,False
3466-BYAVD,False
3780-YVMFA,False
3874-EQOEP,True
1679-JRFBR,False
9073-ZZIAY,False
3077-RSNTJ,False
6551-GNYDG,False
9167-APMXZ,False
2749-CTKAJ,False
6371-NZYEG,False
7554-NEWDD,False
8992-VONJD,False
0867-MKZVY,True
4482-EWFMI,False
4648-YPBTM,False
2907-ILJBN,False
6345-FZOQH,False
3376-BMGFE,True
5997-OPVFA,False
3445-HXXGF,True
1159-WFSGR,False
7654-YWJUF,False
1875-QIVME,True
6727-IOTLZ,False
0691-JVSYA,True
5918-VUKWP,False
1744-JHKYS,False
2656-FMOKZ,True
2070-FNEXE,True
5947-SGKCL,False
3712-PKXZA,False
6317-YPKDH,True
6582-OIVSP,False
9367-WXLCH,True
5524-KHNJP,False
1918-ZBFQJ,True
1024-GUALD,True
4827-USJHP,False
8167-GJLRN,False
0956-SYCWG,False
8017-UVSZU,False
7100-FQPRV,False
2472-OVKUP,True
2984-RGEYA,False
9680-NIAUV,False
2146-EGVDT,False
2604-IJPDU,False
9178-JHUVJ,False
6168-YBYNP,False
7255-SSFBC,False
3645-DEYGF,False
9323-HGFWY,False
8544-GOQSH,False
3363-DTIVD,False
7018-WBJNK,False
9142-KZXOP,False
7674-YTAFD,False
6348-SNFUS,False
1285-OKIPP,True
7825-ECJRF,True
1347-KTTTA,False
7841-TZDMQ,True
4195-NZGTA,False
7157-SMCFK,False
4709-LKHYG,False
2504-DSHIH,False
0699-NDKJM,False
9286-BHDQG,False
0230-WEQUW,False
2040-LDIWQ,False
6496-JDSSB,False
9408-SSNVZ,True
4443-EMBNA,False
6469-MRVET,False
0742-MOABM,True
5961-VUSRV,False
6778-JFCMK,False
6341-JVQGF,False
2232-DMLXU,True
4811-JBUVU,False
0945-TSONX,False
2651-ZCBXV,False
3316-UWXUY,False
8937-RDTHP,True
7083-MIOPC,False
1984-GPTEH,False
1251-KRREG,True
0621-JFHOL,False
9903-LYSAB,False
0094-OIFMO,True
9227-UAQFT,False
7301-ABVAD,False
6614-FHDBO,False
7576-ASEJU,False
9058-HRZSV,False
4522-AKYLR,False
0221-WMXNQ,False
0303-UNCIP,False
9947-OTFQU,True
0322-YINQP,True
0959-WHOKV,False
4075-JFPGR,False
4629-NRXKX,True
9514-JDSKI,True
3282-ZISZV,False
3675-YDUPJ,False
4111-BNXIF,False
7017-VFHAY,False
6655-LHBYW,False
4959-JOSRX,True
5046-NUHWD,False
7273-TEFQD,True
3606-TWKGI,True
7529-ZDFXI,False
7605-BDWDC,False
1950-KSVVJ,False
0123-CRBRT,False
6292-TOSSS,False
3197-ARFOY,False
6323-AYBRX,True
7014-ZZXAW,False
4385-GZQXV,True
7633-MVPUY,False
6366-ZGQGL,True
4716-HHKQH,False
5940-AHUHD,True
6432-TWQLB,True
4484-GLZOU,True
3179-GBRWV,False
8645-KWHJO,False
4130-MZLCC,False
0314-TKOSI,False
8229-MYEJZ,False
2080-SRCDE,False
9577-WJVCQ,False
9512-UIBFX,True
6202-DYYFX,False
3808-HFKDE,False
5583-SXDAG,True
3488-PGMQJ,True
3580-REOAC,True
7534-BFESC,True
3727-OWVYD,False
2294-SALNE,False
4847-TAJYI,False
1563-IWQEX,False
8203-XJZRC,False
6556-DBKZF,False
6851-WEFYX,False
2985-JUUBZ,False
6390-DSAZX,True
0895-LMRSF,False
8098-LLAZX,True
8266-VBFQL,False
8181-YHCMF,False
2240-HSJQD,False
1248-DYXUB,False
0265-EDXBD,True
4115-BNPJY,False
3167-SNQPL,False
4091-TVOCN,False
1098-TDVUQ,False
7277-OZCGZ,False
1557-EMYVT,False
2799-ARNLO,False
7563-BIUPC,True
5027-YOCXN,False
3973-SKMLN,False
2321-OMBXY,True
2840-XANRC,True
6745-JEFZB,False
5020-ZSTTY,True
9880-TDQAC,False
8705-WZCYL,False
7102-JJVTX,False
8626-PTQGE,False
4983-CLMLV,False
5701-YVSVF,False
5804-LEPIM,True
5697-GOMBF,False
2739-CACDQ,False
9385-EHGDO,False
9498-FIMXL,False
2379-GYFLQ,False
0122-OAHPZ,True
2868-SNELZ,True
4322-RCYMT,True
6680-NENYN,True
2088-IEBAU,False
7982-VCELR,False
1343-EHPYB,True
6035-BXTTY,False
6885-PKOAM,False
7520-HQWJU,False
9639-BUJXT,False
5924-SNGKP,False
0021-IKXGC,False
2034-GDRCN,True
8966-SNIZF,False
6243-OZGFH,False
4654-DLAMQ,False
0513-RBGPE,False
5160-UXJED,False
4115-NZRKS,False
0219-YTZUE,True
0623-IIHUG,True
4572-DVCGN,True
3351-NGXYI,False
8984-EYLLL,False
9057-MSWCO,True
9833-TGFHX,False
9294-TDIPC,False
5229-DTFYB,False
0104-PPXDV,False
5176-LMJXE,False
3583-KRKMD,False
1010-DIAUQ,True
9069-LGEUL,False
7302-ZHMHP,False
9571-EDEBV,False
3520-FJGCV,False
6563-VRERX,False
0259-GBZSH,True
6122-EFVKN,False
2805-EDJPQ,False
6862-CQUMB,False
7156-MXBJE,False
6158-HDPXZ,False
9601-BRXPO,True
2863-IMQDR,False
5686-CMAWK,False
5651-CRHKQ,False
6905-NIQIN,True
8204-YJCLA,False
5167-ZFFMM,True
6583-SZVGP,False
4895-TMWIR,True
0533-BNWKF,True
1708-PBBOA,False
8782-LKFPK,False
5522-JBWMO,False
3597-MVHJT,False
9774-NRNAU,False
0224-RLWWD,False
9967-ATRFS,False
3951-NJCVI,False
2977-CEBSX,False
0177-PXBAT,False
6599-CEBNN,True
2519-ERQOJ,False
5876-QMYLD,False
2277-AXSDC,False
9442-JTWDL,False
0979-PHULV,True
3067-SVMTC,False
5495-GPSRW,False
7606-BPHHN,False
4742-DRORA,False
0111-KLBQG,False
4800-VHZKI,True
7989-CHGTL,True
0334-GDDSO,True
4163-NCJAK,False
5233-AOZUF,False
5973-EJGDP,False
1996-DBMUS,False
7916-VCCPB,False
4686-GEFRM,False
5249-QYHEX,False
0578-SKVMF,True
5564-NEMQO,True
2233-FAGXV,False
5605-IYGFG,False
7663-ZTEGJ,False
3935-TBRZZ,False
8111-BKVDS,False
2055-SIFSS,False
2806-MLNTI,False
8734-DKSTZ,False
4360-PNRQB,False
6152-ONASV,False
9063-ZGTUY,True
7781-HVGMK,False
2181-UAESM,False
2957-LOLHO,True
6048-NJXHX,False
2320-SLKMB,False
4980-URKXC,False
4376-KFVRS,False
5886-VLQVU,False
3577-AMVUX,False
0771-WLCLA,False
5628-RKIFK,False
0206-TBWLC,False
2937-FTHUR,False
1910-FMXJM,False
7752-XUSCI,True
4110-PFEUZ,True
0732-OCQOC,False
5168-MSWXT,False
1090-ESELR,False
8592-PLTMQ,False
5760-WRAHC,False
8847-GEOOQ,False
0256-LTHVJ,True
4785-FCIFB,False
8313-NDOIA,False
5149-CUZUJ,False
0942-KOWSM,False
4237-CLSMM,False
1452-VOQCH,False
4719-UMSIY,False
6614-VBEGU,False
0880-TKATG,True
3811-VBYBZ,True
1480-BKXGA,False
2996-XAUVF,False
9076-AXYIK,False
5968-XQIVE,False
8896-RAZCR,False
4640-UHDOS,True
4933-IKULF,False
3583-EKAPL,True
1304-BCCFO,False
4104-PVRPS,False
9399-APLBT,True
2359-KMGLI,True
3780-DDGSE,False
4431-EDMIQ,False
0306-JAELE,True
6227-HWPWX,True
0486-LGCCH,False
0447-BEMNG,True
4612-SSVHJ,False
5168-MQQCA,False
5949-XIKAE,True
7971-HLVXI,False
9094-AZPHK,False
3649-JPUGY,False
4472-LVYGI,False
8372-JUXUI,True
3552-CTCYF,False
6778-YSNIH,False
0388-EOPEX,True
5756-OZRIO,False
6579-JPICP,False
8205-OTCHB,True
4134-BSXLX,False
0505-SPOOW,False
6235-VDHOM,True
7783-YKGDV,True
4374-YMUSQ,False
4513-CXYIX,False
3957-HHLMR,False
7803-XOCCZ,False
5736-YEJAX,False
5609-CEBID,True
8981-FJGLA,False
7218-HKQFK,True
4636-QRJKY,True
1135-LMECX,False
4332-MUOEZ,False
8535-SFUTN,False
5956-VKDTT,True
8677-HDZEE,False
2475-MROZF,False
9412-GHEEC,True
3482-ABPKK,False
6705-LXORM,False
0257-ZESQC,True
7531-GQHME,False
5174-ITUMV,False
4109-CYRBD,False
0913-XWSCN,False
6825-UYPFK,True
8397-MVTAZ,True
0750-EBAIU,False
8606-CIQUL,False
3571-DPYUH,False
7601-GNDYK,False
0356-OBMAC,False
8067-NIOYM,False
1403-GYAFU,False
4234-XTNEA,False
1297-VQDRP,False
9282-IZGQK,True
5348-CAGXB,False
0621-HJWXJ,False
5844-QVTAT,False
8905-IAZPF,False
5394-MEITZ,False
6859-QNXIQ,False
2782-LFZVW,False
2866-IKBTM,False
1342-JPNKI,True
2817-NTQDO,True
7129-AZJDE,False
6986-IJDHX,True
2560-PPCHE,False
4676-MQUEA,False
8138-EALND,False
3580-HYCSP,False
1352-HNSAW,False
2075-PUEPR,False
1982-FEBTD,False
5301-GAUUY,True
5791-KAJFD,False
2654-VBVPB,False
1154-HYWWO,False
2501-XWWTZ,False
3716-UVSPD,False
6815-ABQFQ,False
7343-EOBEU,False
3701-SFMUH,False
6103-LIANB,False
7319-VENRZ,False
5846-NEQVZ,False
6967-QIQRV,False
5781-RFZRP,False
0939-YAPAF,True
0308-IVGOK,False
7293-LSCDV,False
7025-WCBNE,False
5756-JYOJT,False
4710-FDUIZ,True
6030-REHUX,False
9548-LIGTA,False
5150-LJNSR,False
8270-RKSAP,False
6522-YRBXD,False
2640-LYMOV,False
1218-VKFPE,True
3627-FHKBK,True
2865-TCHJW,True
1423-BMPBQ,False
2393-DIVAI,False
5192-EBGOV,True
4568-KNYWR,False
8752-IMQOS,False
0742-LAFQK,False
0795-LAFGP,False
0619-OLYUR,False
5512-IDZEI,False
0459-SPZHJ,False
0215-BQKGS,False
9244-ZVAPM,False
0719-SYFRB,True
8208-EUMTE,False
5172-MIGPM,False
1710-RCXUS,False
0374-FIUCA,False
5839-SUYVZ,False
5173-ZXXXL,False
1096-ADRUX,False
2001-MCUUW,False
2731-GJRDG,False
4723-BEGSG,False
6516-NKQBO,False
8672-OAUPW,False
8207-DMRVL,False
3419-SNJJD,True
6543-CPZMK,True
4765-OXPPD,True
2804-ETQDK,False
6689-VRRTK,False
7138-GIRSH,False
9396-ZSFLL,False
6464-KEXXH,False
7134-MJPDY,False
5240-CAOYT,False
4059-IIEBK,False
4881-JVQOD,False
0516-UXRMT,False
4851-BQDNX,False
5148-HKFIR,False
1009-IRMNA,True
3003-CMDUU,False
5016-IBERQ,False
6797-UCJHZ,False
2469-DTSGX,False
4554-YGZIH,True
5099-BAILX,True
9931-KGHOA,False
1775-KWJKQ,False
7665-VIGUD,False
9411-TPQQV,False
7207-RMRDB,True
7954-MLBUN,False
2077-DDHJK,False
4913-EHYUI,True
0195-IESCP,True
9574-BOSMD,False
